system,dataset,repeat,MAPE,MAE,RMSE
h2,voter-2.csv,3,0.08022465643487517,2502.909304565933,2766.230394820957
h2,voter-2.csv,4,0.07823569129026044,2435.2331542185907,2723.9209936143957
h2,ycsb-2400.csv,0,0.0882549891739266,1252.1835278340495,1532.164030409349
h2,ycsb-2400.csv,1,0.09104156504501638,1277.1985179690032,1554.2811054404801
h2,ycsb-2400.csv,2,0.08822417967809393,1256.3106510576517,1557.8483537085149
h2,ycsb-2400.csv,3,0.09253907799712834,1316.7475743871312,1625.352393615704
h2,ycsb-2400.csv,4,0.09289730604196914,1281.616359445807,1552.1659523041496
h2,ycsb-600.csv,0,0.08151415248048698,1665.1688027101154,2040.317426908879
h2,ycsb-600.csv,1,0.08506868148453499,1707.4092337587522,2133.0831800779993
h2,ycsb-600.csv,2,0.08207798419331273,1688.1083161765575,2116.3566841705765
h2,ycsb-600.csv,3,0.08646507142113177,1751.6519819069267,2162.90363453603
h2,ycsb-600.csv,4,0.08547350050148196,1689.5460058274302,2051.9398742683793
jump3r,beethoven.wav.csv,0,0.2551683730371993,2.3024591858361103,2.947276272651844
jump3r,beethoven.wav.csv,1,0.26584967757329564,2.2512090914534735,2.886730209350157
jump3r,beethoven.wav.csv,2,0.24132238049818222,2.1780197480786687,2.827192147309016
jump3r,beethoven.wav.csv,3,0.2531013036085811,2.2599831784031754,2.917686418102042
jump3r,beethoven.wav.csv,4,0.254943889712549,2.271882982123392,2.882748288704808
jump3r,dual-channel.wav.csv,0,0.22732611741706013,0.5956525407379464,0.8073855733247044
jump3r,dual-channel.wav.csv,1,0.22693331166902733,0.6014692116202097,0.8470751915853766
jump3r,dual-channel.wav.csv,2,0.2234320643345311,0.6085925601818105,0.8502493083873973
jump3r,dual-channel.wav.csv,3,0.23621410900381692,0.6311833406874834,0.8730781535825025
jump3r,dual-channel.wav.csv,4,0.24231639366037194,0.6383061119284223,0.8746774708973017
jump3r,helix.wav.csv,0,0.24159538512787643,1.054476334234849,1.4289573527707802
jump3r,helix.wav.csv,1,0.24736466223209053,1.0577405925709369,1.4625337688786084
jump3r,helix.wav.csv,2,0.2407896399128919,1.0768106527979278,1.4690091436755703
jump3r,helix.wav.csv,3,0.25301355225186806,1.1206754293149574,1.5325348844350393
jump3r,helix.wav.csv,4,0.2636324251987937,1.138705516817623,1.5519515491496394
jump3r,single-channel.wav.csv,0,0.18468191347633914,0.31599666726298004,0.4178130362413968
jump3r,single-channel.wav.csv,1,0.19073906851286693,0.3235028752350149,0.43144477184783
jump3r,single-channel.wav.csv,2,0.18127475338649823,0.3180038724690037,0.42110876816716236
jump3r,single-channel.wav.csv,3,0.19406319134056274,0.33302044429154204,0.4382680163477542
jump3r,single-channel.wav.csv,4,0.19317415595962747,0.33866686387695205,0.4476144169051609
jump3r,speech.wav.csv,0,0.19568934932435145,0.8132992720998778,1.0346939279438099
jump3r,speech.wav.csv,1,0.20184267526510072,0.7995612420341471,1.005720456084063
jump3r,speech.wav.csv,2,0.18755395358685878,0.7897280519137949,1.0018031427539305
jump3r,speech.wav.csv,3,0.20041231771150472,0.8168271486713107,1.0311968521283652
jump3r,speech.wav.csv,4,0.1983566354790087,0.8231049704376605,1.0386514298743847
jump3r,sweep.wav.csv,0,0.11891026063216752,0.07033050891817494,0.08907655304047427
jump3r,sweep.wav.csv,1,0.11769962947521179,0.06859736419841932,0.08799011620390226
jump3r,sweep.wav.csv,2,0.11590570521003214,0.06863603738938175,0.08719995509129522
jump3r,sweep.wav.csv,3,0.12208478311040676,0.07130312117128684,0.09057954887824005
jump3r,sweep.wav.csv,4,0.11881764776010374,0.07045716245360187,0.0894766547191402
kanzi,ambivert.csv,0,1.4354755553632543,16.99472313934256,27.255126133795645
kanzi,ambivert.csv,1,1.42483473955463,16.667915798092398,26.7945910933279
kanzi,ambivert.csv,2,1.3381723503540237,17.25396157779349,28.938551068530693
kanzi,ambivert.csv,3,1.5010627233348397,16.80099380779581,26.356096137061506
kanzi,ambivert.csv,4,1.5434348216591882,16.664851906273597,26.703846711547694
kanzi,artificl.csv,0,0.46919239533439777,0.2011367621409013,0.2962499849990241
kanzi,artificl.csv,1,0.46311483409015386,0.19194100171521727,0.283518086861786
kanzi,artificl.csv,2,0.4626167334827856,0.20237033541214555,0.30450126878534284
kanzi,artificl.csv,3,0.4810271172524381,0.1968980721222947,0.2873393451493522
kanzi,artificl.csv,4,0.48673863038632753,0.19634045181067875,0.2859120976378384
kanzi,deepfield.csv,0,17.317237197516388,18.72468000958735,28.480166331713516
kanzi,deepfield.csv,1,18.212212028685848,18.342830691558188,28.19422620911846
kanzi,deepfield.csv,2,17.484843678007312,19.308415287878613,30.4703201356914
kanzi,deepfield.csv,3,16.935411802812347,18.65942208029401,27.936845641923213
kanzi,deepfield.csv,4,17.040892760320514,18.099500184549242,27.47795144229941
kanzi,enwik8.csv,0,2.6492624679009698,39.43524356887899,61.387253259550356
kanzi,enwik8.csv,1,2.529019479032137,38.72233632773087,60.378933277150004
kanzi,enwik8.csv,2,2.5843241948795717,40.42484736706743,65.30501068514556
kanzi,enwik8.csv,3,2.872095864933211,39.266941673046254,59.508722225393065
kanzi,enwik8.csv,4,2.8001344017088554,38.62253673730242,59.80363438445267
kanzi,fannie_mae_500k.csv,0,4.1539315103041865,34.672922128435474,52.97720555082743
kanzi,fannie_mae_500k.csv,1,3.9886689486294515,34.05161834509943,52.253098351153604
kanzi,fannie_mae_500k.csv,2,4.024398298278685,35.64191249727025,56.48219424169653
kanzi,fannie_mae_500k.csv,3,4.51751502378612,34.43787905966409,51.31252891647949
kanzi,fannie_mae_500k.csv,4,4.3769806318245905,33.786287515349414,51.47492485487276
kanzi,large.csv,0,1.4070783892464236,4.367700418962913,6.769997429932374
kanzi,large.csv,1,1.4112584751230686,4.295704404500132,6.681203203207457
kanzi,large.csv,2,1.3597292961066672,4.4716595863551865,7.212481882409146
kanzi,large.csv,3,1.5267085079270164,4.337969362057944,6.549821407306082
kanzi,large.csv,4,1.484622063975443,4.282011250611436,6.607956340765072
kanzi,misc.csv,0,0.4632455564561915,0.4053057086536548,0.6045522260973006
kanzi,misc.csv,1,0.4584960671453754,0.39608992549265615,0.6006049382241183
kanzi,misc.csv,2,0.4503427384217848,0.41004739583575833,0.6347824949247564
kanzi,misc.csv,3,0.49162812369773323,0.40215925102487027,0.5899395401750881
kanzi,misc.csv,4,0.4812138981599534,0.39715056551227185,0.5906583324965432
kanzi,silesia.csv,0,2.9601529722100985,82.02648555361822,127.37501065527606
kanzi,silesia.csv,1,2.801022808572686,80.55353659884446,125.74695760315537
kanzi,silesia.csv,2,2.8568141051061584,84.20617143457656,135.52558680913876
kanzi,silesia.csv,3,3.2241711647377813,81.72971145340433,123.64147456998504
kanzi,silesia.csv,4,3.1549266563931258,80.43805580232866,124.52338159538542
kanzi,vmlinux.csv,0,29.463880493842098,167.3462552597861,224.11163985375012
kanzi,vmlinux.csv,1,30.035289677171903,156.2454796916214,212.6857941971264
kanzi,vmlinux.csv,2,26.92240229039427,164.68164312671115,226.00786393154593
kanzi,vmlinux.csv,3,30.061314899329496,165.97027424589876,225.90776856035848
kanzi,vmlinux.csv,4,28.912911552339075,160.64213904860378,221.16740889159306
lrzip,ambivert.wav.tar.csv,0,1.173626429200107,14.639645827922386,25.796211451376752
lrzip,ambivert.wav.tar.csv,1,1.6359526859970923,15.41936839201198,25.028812947400287
lrzip,ambivert.wav.tar.csv,2,1.6718472540003326,15.417873753435234,25.810113513478697
lrzip,ambivert.wav.tar.csv,3,1.7708493550144124,14.540778473513491,22.879961578780335
lrzip,ambivert.wav.tar.csv,4,1.9548188540588287,10.789181144979255,15.164449501550594
lrzip,artificl.tar.csv,0,7.5167772601052265,1.211969778708828,1.355978299173552
lrzip,artificl.tar.csv,1,14.59463269139503,1.3545130033119839,1.5050067192716723
lrzip,artificl.tar.csv,2,20.151432501293474,1.2882175134730387,1.4586864299689457
lrzip,artificl.tar.csv,3,14.759236495243039,1.252349895012648,1.3760829350021275
lrzip,artificl.tar.csv,4,15.28821245943966,1.294504423639922,1.4105365855727412
lrzip,deepfield.tar.csv,0,1.1316825758237454,14.142250084012613,24.977322570510083
lrzip,deepfield.tar.csv,1,1.6318044954503752,14.949381256814643,23.932976602372037
lrzip,deepfield.tar.csv,2,1.6468210699582277,14.884403593874227,24.95072353819488
lrzip,deepfield.tar.csv,3,1.7424792008801924,14.213297298705282,22.0621070630717
lrzip,deepfield.tar.csv,4,1.9368501742127457,10.412102551244372,14.72868308759229
lrzip,enwik8.tar.csv,0,0.8546247921039966,19.43198896719219,30.38160972422793
lrzip,enwik8.tar.csv,1,1.135119997017082,20.136422290818025,28.537017167465407
lrzip,enwik8.tar.csv,2,1.1340723167616011,19.054690831337,28.516307132913173
lrzip,enwik8.tar.csv,3,1.2512976138085319,18.860912493486303,26.359650537371525
lrzip,enwik8.tar.csv,4,1.291864502677449,15.405274478924085,18.83529848864652
lrzip,fannie_mae_500k.tar.csv,0,0.11245151066196893,5.22022881537633,8.227505136347409
lrzip,fannie_mae_500k.tar.csv,1,0.12730644304425665,5.54975255461896,7.975149357488193
lrzip,fannie_mae_500k.tar.csv,2,0.12925267281075514,5.621420335963445,8.227251954207594
lrzip,fannie_mae_500k.tar.csv,3,0.12282155378555197,5.224808652095458,7.460385127116135
lrzip,fannie_mae_500k.tar.csv,4,0.1091651864152473,4.175590595980885,5.471010794383479
lrzip,large.tar.csv,0,0.6995101680558286,2.1612270774116635,3.0443561716198038
lrzip,large.tar.csv,1,0.997576756838878,2.4181421683987603,3.1362845931175163
lrzip,large.tar.csv,2,1.2518076701906076,2.483830605463311,3.1513107147702084
lrzip,large.tar.csv,3,1.1820028007850614,2.2499936703258547,2.9396696116904755
lrzip,large.tar.csv,4,1.1445345172546337,1.907795045085659,2.505165460751557
lrzip,misc.tar.csv,0,1.5886628308309378,1.1739317871317028,1.354651955627147
lrzip,misc.tar.csv,1,2.7981614659457206,1.344339436257366,1.5323085735188255
lrzip,misc.tar.csv,2,3.814038684381453,1.325421195939525,1.5191250444282096
lrzip,misc.tar.csv,3,3.050279724307056,1.2759111574611806,1.4426513995525656
lrzip,misc.tar.csv,4,3.0901367280975975,1.2963514102281932,1.429032373177411
lrzip,silesia.tar.csv,0,1.000893629383958,33.238201890724106,52.315075857810335
lrzip,silesia.tar.csv,1,1.2974226235245634,34.062023307013014,49.241000634009815
lrzip,silesia.tar.csv,2,1.241911953434352,32.354326803927485,49.91183719058478
lrzip,silesia.tar.csv,3,1.4561692214887096,31.829113189636903,44.513210702500295
lrzip,silesia.tar.csv,4,1.5104519358129076,26.12774627759088,32.687497178833794
lrzip,uiq-32.bin.csv,0,1.6511425693423356,55.97601773382861,86.86185320283991
lrzip,uiq-32.bin.csv,1,2.0582460247398338,58.33728956742069,85.1474406524218
lrzip,uiq-32.bin.csv,2,2.0177821459617693,54.17275775287064,83.56616201622536
lrzip,uiq-32.bin.csv,3,2.429179330500951,51.88165940150574,71.05427418465956
lrzip,uiq-32.bin.csv,4,2.5451409134650516,43.52388518792941,53.18364608542311
lrzip,uiq2-16.bin.csv,0,1.4407597436846151,29.731171427375273,45.7064171953838
lrzip,uiq2-16.bin.csv,1,1.8843424087478415,31.684205357694424,46.26715376830582
lrzip,uiq2-16.bin.csv,2,1.8550481718507439,30.203256231327043,46.61442070348727
lrzip,uiq2-16.bin.csv,3,2.1686614549439516,29.69893071436932,42.767925347474865
lrzip,uiq2-16.bin.csv,4,2.2872307055363894,23.734213902207753,28.82014652812757
lrzip,uiq2-4.bin.csv,0,0.8866869794533365,7.336228917559065,12.451657027180007
lrzip,uiq2-4.bin.csv,1,1.290017673722233,7.763896333572477,11.923352409701232
lrzip,uiq2-4.bin.csv,2,1.4064615471043336,7.445901203984783,11.380771143250186
lrzip,uiq2-4.bin.csv,3,1.4403025534746055,7.167207915717032,10.708414999159242
lrzip,uiq2-4.bin.csv,4,1.519485813853707,5.432357744660633,7.509227815100207
lrzip,uiq2-8.bin.csv,0,1.1417625218506828,14.989155342636792,23.956620589811077
lrzip,uiq2-8.bin.csv,1,1.5638802253873434,15.849861767114687,23.156009170199777
lrzip,uiq2-8.bin.csv,2,1.5598912887712324,14.961354793118334,22.925655313366274
lrzip,uiq2-8.bin.csv,3,1.729103117804876,14.886284250579772,21.52042677292374
lrzip,uiq2-8.bin.csv,4,1.8160129046515976,11.873837740175759,15.631501060436209
lrzip,vmlinux-5.10.tar.csv,0,0.5786207359929819,4.573958086091001,7.464100603644945
lrzip,vmlinux-5.10.tar.csv,1,0.833023226677349,4.920408120943208,7.205788219829083
lrzip,vmlinux-5.10.tar.csv,2,0.9336939351319619,5.050045029968276,7.471703130710913
lrzip,vmlinux-5.10.tar.csv,3,0.8813187042899582,4.635703164902436,6.843390102347421
lrzip,vmlinux-5.10.tar.csv,4,0.9283224449383597,3.593474419820518,4.8454518253881975
x264,blue_sky_1080p25_short.y4m.csv,0,0.7700617815872791,3.0850121076756056,4.012633665388852
x264,blue_sky_1080p25_short.y4m.csv,1,0.8197902538843307,3.232314407628205,4.141946550494289
x264,blue_sky_1080p25_short.y4m.csv,2,0.7678198821579822,3.086970171502257,4.032795793576692
x264,blue_sky_1080p25_short.y4m.csv,3,0.8094454575705851,3.041080010383681,3.8833344185227845
x264,blue_sky_1080p25_short.y4m.csv,4,0.7930426532346567,3.2013579407887875,4.194737993925402
x264,Johnny_1280x720_60_short.y4m.csv,0,0.8777328052163471,2.5386328680379644,3.3156457155279955
x264,Johnny_1280x720_60_short.y4m.csv,1,0.9305414094009246,2.6436045476183763,3.4190828490023133
x264,Johnny_1280x720_60_short.y4m.csv,2,0.8794343979165465,2.5237713431478843,3.320749374517036
x264,Johnny_1280x720_60_short.y4m.csv,3,0.9302520335569264,2.469298814689544,3.1786694276288467
x264,Johnny_1280x720_60_short.y4m.csv,4,0.9014686734720102,2.6131412325216092,3.4653928107191447
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,0,0.768719897498198,8.545263721347313,11.090187879428179
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,1,0.818353456623415,8.956607735301766,11.50368884404882
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,2,0.7686354048351651,8.58435216356924,11.180561239770123
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,3,0.805156275512327,8.422268558357796,10.778575032731032
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,4,0.7949858386784946,8.850142291536544,11.574714807333145
x264,pedestrian_area_1080p25_short.y4m.csv,0,0.7066511458786917,3.4923798313844028,4.51694130066782
x264,pedestrian_area_1080p25_short.y4m.csv,1,0.744383591842545,3.664310269352439,4.722847828910294
x264,pedestrian_area_1080p25_short.y4m.csv,2,0.701476394387825,3.5121540650415644,4.576815226597738
x264,pedestrian_area_1080p25_short.y4m.csv,3,0.7299053528676647,3.4740997586881788,4.518774679744381
x264,pedestrian_area_1080p25_short.y4m.csv,4,0.731217055134762,3.626737223573077,4.703302680922776
x264,riverbed_1080p25_short.y4m.csv,0,0.6544870141808299,6.5209690623185494,8.563591762648757
x264,riverbed_1080p25_short.y4m.csv,1,0.681842975140343,6.8206771090177405,9.015596652558344
x264,riverbed_1080p25_short.y4m.csv,2,0.6493706356174131,6.585587112851086,8.750472574800359
x264,riverbed_1080p25_short.y4m.csv,3,0.6702807207877496,6.532812555224032,8.763750798400904
x264,riverbed_1080p25_short.y4m.csv,4,0.6731567642817627,6.786282566652879,8.926554452137443
x264,sd_bridge_close_cif_short.y4m.csv,0,0.5051606391112243,0.13773684227431535,0.17655595457602177
x264,sd_bridge_close_cif_short.y4m.csv,1,0.5324897469497943,0.14406314784667218,0.18544106023011572
x264,sd_bridge_close_cif_short.y4m.csv,2,0.5084953504560343,0.14032639902552355,0.1803122003890678
x264,sd_bridge_close_cif_short.y4m.csv,3,0.5261827899744513,0.1373487617902323,0.177487726037162
