system,dataset,fold,MAPE,MAE,RMSE
jump3r,beethoven.wav.csv,3,0.18635347775517772,1.7703801747300485,2.559294838764778
jump3r,beethoven.wav.csv,4,0.17181198126989672,1.728970764930825,2.617494956094017
jump3r,dual-channel.wav.csv,0,0.16907754495189697,0.4889539713660876,0.7086622406973077
jump3r,dual-channel.wav.csv,1,0.1615981388839901,0.46984858976075417,0.6925831936860318
jump3r,dual-channel.wav.csv,2,0.16800465273015786,0.5099176211777688,0.7393457786303699
jump3r,dual-channel.wav.csv,3,0.16015523860273898,0.47232570288718384,0.7087197250242625
jump3r,dual-channel.wav.csv,4,0.15926460070858112,0.45918643964772005,0.6756781216578314
jump3r,helix.wav.csv,0,0.16546475331628904,0.8360338523274377,1.2682160431011695
jump3r,helix.wav.csv,1,0.16851264828493465,0.8826299531383083,1.511808081972192
jump3r,helix.wav.csv,2,0.17085126269186324,0.899506772232283,1.3547452311452657
jump3r,helix.wav.csv,3,0.18269789063362343,0.9725477129256483,1.595135378464647
jump3r,helix.wav.csv,4,0.17992359570172453,0.9258045151172577,1.385144744021953
jump3r,single-channel.wav.csv,0,0.14111415934520624,0.2539881570708184,0.3646287974746986
jump3r,single-channel.wav.csv,1,0.1527341095168174,0.2787656799686964,0.3933405450633674
jump3r,single-channel.wav.csv,2,0.1505612529811399,0.28065767859389584,0.3886148249408935
jump3r,single-channel.wav.csv,3,0.16488902531084265,0.2906206282159853,0.39137666631924256
jump3r,single-channel.wav.csv,4,0.15417821844685176,0.272514140648552,0.37308932642387055
jump3r,speech.wav.csv,0,0.1439591132499908,0.6481437250971794,0.9107414308819174
jump3r,speech.wav.csv,1,0.14178918138859542,0.6749058323196347,0.9495957019439644
jump3r,speech.wav.csv,2,0.14669258192423426,0.6706910040296161,0.9108381683375337
jump3r,speech.wav.csv,3,0.14261052545978903,0.6778636035532718,0.9781165930775593
jump3r,speech.wav.csv,4,0.14729520675805435,0.7055856193348108,1.0160517820613828
jump3r,sweep.wav.csv,0,0.09444438180580382,0.05802301150702295,0.08116134095917955
jump3r,sweep.wav.csv,1,0.09533713457441441,0.05717163894400978,0.07863409468429536
jump3r,sweep.wav.csv,2,0.09304506643246095,0.0569782262053052,0.07847754191148268
jump3r,sweep.wav.csv,3,0.09784356723764553,0.06032071462405026,0.08547112816749453
jump3r,sweep.wav.csv,4,0.09469069170714937,0.05778676157770623,0.08120625161517611
kanzi,ambivert.csv,0,0.08687827189487542,1.1449528479380566,2.320148608821755
kanzi,ambivert.csv,1,0.8031487175526373,6.404363595859067,12.185000792407962
kanzi,ambivert.csv,2,0.09655666045684123,1.11033517198406,2.1054162755552426
kanzi,ambivert.csv,3,0.09537683570267165,1.2179910890993701,2.825829438324092
kanzi,ambivert.csv,4,0.060302661017422376,0.8788258183901617,1.8395514384966924
kanzi,artificl.csv,0,0.04118933651519778,0.02117848918656677,0.04743844959262748
kanzi,artificl.csv,1,0.03821947816965208,0.019765595899824673,0.042395626066921176
kanzi,artificl.csv,2,0.042306102117298,0.020648720191560523,0.04451821451626721
kanzi,artificl.csv,3,0.041408501512124295,0.022203900907959092,0.04816209841155055
kanzi,artificl.csv,4,0.03643367845342355,0.021100332158325363,0.05199692203199473
kanzi,deepfield.csv,0,0.3061188051609042,1.0584361076101498,2.2101457887082807
kanzi,deepfield.csv,1,0.11952328228128092,0.9570185154278107,2.451924381558943
kanzi,deepfield.csv,2,0.10828306798641554,0.9424906302868885,2.547473474796625
kanzi,deepfield.csv,3,0.1064409911747662,0.9369959779482543,2.0529790655975875
kanzi,deepfield.csv,4,0.3451553920426135,1.1245260664653893,2.1601419153994867
kanzi,enwik8.csv,0,0.09272291002816178,1.6444222554473946,3.191390814359548
kanzi,enwik8.csv,1,0.08341783192392441,1.9638697525637987,4.2692042879184235
kanzi,enwik8.csv,2,0.11765775821355877,2.1433187546956276,4.962735111898092
kanzi,enwik8.csv,3,0.08680966713696765,1.9962547441033551,4.382580164763855
kanzi,enwik8.csv,4,0.09588922481231557,2.0608796001278282,4.485021459990093
kanzi,fannie_mae_500k.csv,0,0.09115603056043643,1.5720337900182602,3.752799498696661
kanzi,fannie_mae_500k.csv,1,0.09258327284857094,1.375902953588224,3.949212358602389
kanzi,fannie_mae_500k.csv,2,0.06379286733362563,1.005172622754916,2.7305543082913437
kanzi,fannie_mae_500k.csv,3,0.05724301185498287,1.1346373373139513,3.3896973267417887
kanzi,fannie_mae_500k.csv,4,0.10650395938029913,1.3516185001771526,3.051089808311291
kanzi,large.csv,0,0.06139407472100995,0.1866755075798,0.35038684414182686
kanzi,large.csv,1,0.05227714953991457,0.2189615777131274,0.4832490067927082
kanzi,large.csv,2,0.041999928780934,0.15360812204742663,0.3337750276914673
kanzi,large.csv,3,0.04197810026051341,0.1630794238072532,0.4078544500232974
kanzi,large.csv,4,0.06860217455837478,0.22930510989288344,0.4991687087065809
kanzi,misc.csv,0,0.03655175260099445,0.03307372259195636,0.0767416777955431
kanzi,misc.csv,1,0.03158889977655966,0.029406002413748536,0.05829646575700331
kanzi,misc.csv,2,0.037690179554949944,0.0322491621956628,0.06430616360669811
kanzi,misc.csv,3,0.030418521300659626,0.02810874812468125,0.05364393765778342
kanzi,misc.csv,4,0.03535939213738824,0.030266926036989023,0.054861552746116385
kanzi,silesia.csv,0,0.08762367663621408,3.4587049032284236,8.137104041453556
kanzi,silesia.csv,1,0.10364087890443617,4.069983224233981,8.226499686044026
kanzi,silesia.csv,2,0.10336341254283915,3.851700543178984,8.159770028079372
kanzi,silesia.csv,3,0.11118531693658665,3.4049393785188378,6.843623160071619
kanzi,silesia.csv,4,0.08948337203646914,3.2955510217306676,6.692699481609816
kanzi,vmlinux.csv,0,1.000371686276538,13.683017850637363,28.121929226184715
kanzi,vmlinux.csv,1,0.7831652974568218,11.72961834058582,26.76101699739477
kanzi,vmlinux.csv,2,1.0188801201522473,12.760476210220308,30.113616013999543
kanzi,vmlinux.csv,3,0.744951898368263,15.026222638658943,33.358568659309626
kanzi,vmlinux.csv,4,1.0025807881324247,10.998393334847153,24.422914117689047
lrzip,ambivert.wav.tar.csv,0,1.6378565832142884,17.21400874088972,26.616177287531904
lrzip,ambivert.wav.tar.csv,1,1.6553734437228504,16.509301386381452,31.2753128697637
lrzip,ambivert.wav.tar.csv,2,2.4210393062930096,17.99360449690568,31.313946380947495
lrzip,ambivert.wav.tar.csv,3,1.7573137945116544,18.01341164112091,29.114190286961872
lrzip,ambivert.wav.tar.csv,4,2.9075174958524714,22.351770088468726,34.92690051495157
lrzip,artificl.tar.csv,0,18.6465890242273,1.5218215968746405,1.7848227562426002
lrzip,artificl.tar.csv,1,15.259475624616925,1.3748261565342546,1.7523646567981546
lrzip,artificl.tar.csv,2,11.597083440570238,1.4905591404653693,1.770884975791071
lrzip,artificl.tar.csv,3,18.986780341737347,1.255669933400656,1.6157753971981499
lrzip,artificl.tar.csv,4,12.366769238736959,1.1897160838309087,1.4762309707028758
lrzip,deepfield.tar.csv,0,2.3475643690657697,13.914095918337503,20.157470864987676
lrzip,deepfield.tar.csv,1,2.53024904576072,20.963694817141484,31.47038513844838
lrzip,deepfield.tar.csv,2,1.3615609711979209,11.841677526110097,18.286611952144074
lrzip,deepfield.tar.csv,3,2.307735242409548,18.791514934677828,27.929058133852585
lrzip,deepfield.tar.csv,4,0.9970662567026582,14.524246341303774,26.70467063597364
lrzip,enwik8.tar.csv,0,1.7492083739762792,22.852623774455143,34.16679629181455
lrzip,enwik8.tar.csv,1,1.5565121164793536,26.664090658489027,41.48636180558594
lrzip,enwik8.tar.csv,2,0.938899108241831,23.358671589901572,39.0639971676175
lrzip,enwik8.tar.csv,3,1.2352966744376945,19.9411518103198,28.19307582962962
lrzip,enwik8.tar.csv,4,0.5123536164376191,15.046672670464767,28.374170805111895
lrzip,fannie_mae_500k.tar.csv,0,0.16433374030363068,6.504089551094251,8.14963449557515
lrzip,fannie_mae_500k.tar.csv,1,0.16520255311686058,7.046342046637284,9.869877642390525
lrzip,fannie_mae_500k.tar.csv,2,0.19069690527277566,7.389194839879086,9.394310866176165
lrzip,fannie_mae_500k.tar.csv,3,0.18096125082749853,7.959073317678351,10.540531965830974
lrzip,fannie_mae_500k.tar.csv,4,0.12324178055293618,5.498404854222348,8.32246038540827
lrzip,large.tar.csv,0,1.2505603543088708,2.3255303143881836,3.0325620193800757
lrzip,large.tar.csv,1,1.1597366071092683,2.7141152745799015,3.3601755198204666
lrzip,large.tar.csv,2,1.1797234407646113,3.410065307428962,4.817617691316146
lrzip,large.tar.csv,3,1.3846232431308354,3.1126049929543544,4.040558267524476
lrzip,large.tar.csv,4,0.7263070968956035,2.9211486625043968,4.167165355811204
lrzip,misc.tar.csv,0,2.9965303718777845,1.5521994611391654,1.8643377384906203
lrzip,misc.tar.csv,1,2.167640731229052,1.299685452329485,1.6265142038264304
lrzip,misc.tar.csv,2,3.0940723098729515,1.310818336904049,1.5125519059176156
lrzip,misc.tar.csv,3,2.387009175072315,1.1415643290077384,1.4710707969154826
lrzip,misc.tar.csv,4,2.593461750594725,1.459716308665903,1.811050813450969
lrzip,silesia.tar.csv,0,1.6913242760845213,45.02158255454822,71.05473985599703
lrzip,silesia.tar.csv,1,2.6216106142949225,45.058989901291696,63.433155691390496
lrzip,silesia.tar.csv,2,2.337720173742779,50.71379087473217,64.6832995827716
lrzip,silesia.tar.csv,3,1.0265990693857245,37.52247915769878,63.321692104949975
lrzip,silesia.tar.csv,4,2.1740281667303676,41.73358871434864,60.975357895864576
lrzip,uiq-32.bin.csv,0,3.066708550687674,60.54539047143398,84.2270613934198
lrzip,uiq-32.bin.csv,1,2.6850359223198956,70.41510206774662,105.63218747820079
lrzip,uiq-32.bin.csv,2,2.3267377755779615,65.08473438965648,107.3061730666468
lrzip,uiq-32.bin.csv,3,2.6529102575017864,63.68880284459967,93.60420323942536
lrzip,uiq-32.bin.csv,4,3.734914332516084,67.55328474546734,90.24445138796712
lrzip,uiq2-16.bin.csv,0,1.247871836060506,24.57230989749615,44.368333477851095
lrzip,uiq2-16.bin.csv,1,3.540804017705495,43.43050640507748,71.90811024277424
lrzip,uiq2-16.bin.csv,2,1.3713290764976158,32.37138238706087,56.85357138473518
lrzip,uiq2-16.bin.csv,3,1.2032377907044773,24.04995556254136,46.71411752656294
lrzip,uiq2-16.bin.csv,4,3.2832467039481346,42.27909185384449,59.080603003838625
lrzip,uiq2-4.bin.csv,0,1.5029612747249226,6.270963564897195,8.876485564038022
lrzip,uiq2-4.bin.csv,1,1.1050106797379557,7.5111604693688845,12.082291148232565
lrzip,uiq2-4.bin.csv,2,0.9838180170828504,8.95300466449637,14.503482928489799
lrzip,uiq2-4.bin.csv,3,1.7750591087539374,10.67760020494461,14.345393763743342
lrzip,uiq2-4.bin.csv,4,1.5254659646092754,8.338847213669828,13.147545116809265
lrzip,uiq2-8.bin.csv,0,1.8380055557405213,16.74021195142697,22.47947591562442
lrzip,uiq2-8.bin.csv,1,1.5471406085091572,19.37135554908922,29.42206121711406
lrzip,uiq2-8.bin.csv,2,2.39060892216675,16.35864765549961,23.269403365017013
lrzip,uiq2-8.bin.csv,3,1.7468604023182053,12.12728718707436,17.541026838435382
lrzip,uiq2-8.bin.csv,4,1.8429326618374797,21.79573345184326,33.38416382723205
lrzip,vmlinux-5.10.tar.csv,0,1.1875835300575341,6.236486615278782,8.526032857168357
lrzip,vmlinux-5.10.tar.csv,1,1.0437104812743219,5.941087051441795,8.868430948682507
lrzip,vmlinux-5.10.tar.csv,2,0.978293824457372,4.17620260150809,5.715568493842331
lrzip,vmlinux-5.10.tar.csv,3,0.9082137740656353,6.58807203016783,9.09088529443372
lrzip,vmlinux-5.10.tar.csv,4,0.7858625096980318,5.095200764505487,7.673771014328279
x264,blue_sky_1080p25_short.y4m.csv,0,0.12503623739036138,1.1735155122238023,2.8166830280328927
x264,blue_sky_1080p25_short.y4m.csv,1,0.15967906911582075,1.6141066733945046,3.6401065302637936
x264,blue_sky_1080p25_short.y4m.csv,2,0.13361782401649594,1.2979795481190444,3.165663938990864
x264,blue_sky_1080p25_short.y4m.csv,3,0.14212173964303665,1.3161791281301491,3.0097970423696387
x264,blue_sky_1080p25_short.y4m.csv,4,0.1485093852808564,1.4827581431321393,3.3867642680836196
x264,Johnny_1280x720_60_short.y4m.csv,0,0.16490849590726395,1.3263084009217987,3.117253297615349
x264,Johnny_1280x720_60_short.y4m.csv,1,0.16510569399373762,1.2412031047034224,2.9509587729300937
x264,Johnny_1280x720_60_short.y4m.csv,2,0.147790545400058,1.1605667375255357,2.723560359307637
x264,Johnny_1280x720_60_short.y4m.csv,3,0.13355888055130402,0.9117000796787225,2.262447695578454
x264,Johnny_1280x720_60_short.y4m.csv,4,0.14443442292081635,0.9972388537367057,2.4587979312526196
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,0,0.1356838371046789,4.4877300465279175,10.190894138505174
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,1,0.1474588660210732,3.7712243900635842,8.472936474956576
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,2,0.12173204546059348,3.449340209915014,8.075183737016916
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,3,0.15355637654393525,3.8297763434253707,8.086482142525242
x264,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m.csv,4,0.1407619021374018,3.5128147701741796,8.258564247198194
x264,pedestrian_area_1080p25_short.y4m.csv,0,0.1588052114571441,1.5306156623038205,3.6108186237571767
x264,pedestrian_area_1080p25_short.y4m.csv,1,0.14752896348859695,1.6952510191961812,3.867697070971095
x264,pedestrian_area_1080p25_short.y4m.csv,2,0.1265850765820826,1.6938723945694214,3.474151598579016
x264,pedestrian_area_1080p25_short.y4m.csv,3,0.1227983347939422,1.4443545080841163,3.0068962546269233
x264,pedestrian_area_1080p25_short.y4m.csv,4,0.13972773083603085,1.3608636530265932,3.5870641414923985
x264,riverbed_1080p25_short.y4m.csv,0,0.15120687209652173,2.8597555462850996,6.529062743079797
x264,riverbed_1080p25_short.y4m.csv,1,0.12805311211108092,2.9198244888556713,6.873836208939083
x264,riverbed_1080p25_short.y4m.csv,2,0.1504361359750412,2.9612510671202292,6.67410351780023
x264,riverbed_1080p25_short.y4m.csv,3,0.15245918974032316,3.0684044625598133,7.2724477716585865
x264,riverbed_1080p25_short.y4m.csv,4,0.1468302745608164,3.3075245465496343,7.30503174216895
x264,sd_bridge_close_cif_short.y4m.csv,0,0.13401043021537956,0.05771310830766852,0.11883562640958742
x264,sd_bridge_close_cif_short.y4m.csv,1,0.09906070418835088,0.05822266738736228,0.13593933787624274
x264,sd_bridge_close_cif_short.y4m.csv,2,0.10642651319118718,0.06202142047030585,0.13743457396773898
